Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,ServiceCount,AvgMonthlySpend,ChargeToTenureRatio,CLV,TenureGroup_num,ChargesBand_num,ContractRisk,IsNewCustomer,IsLongTermCustomer,HasNoAddOns,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes
0,0,47,1,1,1,1,58.9,2813.05,0,0,3,59.85,0.9841,2813.05,2,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0
1,1,13,1,2,0,0,88.35,1222.8,1,0,2,94.06,0.9393,1222.8,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1
1,1,49,1,2,2,1,107.95,5293.2,1,0,5,108.02,0.9994,5293.2,3,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1
1,0,64,1,2,1,1,96.9,6314.35,0,0,4,98.66,0.9822,6314.35,3,3,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,1,0,0,0,19.1,19.1,0,0,0,19.1,1.0,19.1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,20,1,1,0,0,50.0,1003.05,0,0,1,50.15,0.997,1003.05,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,37,0,1,2,0,45.4,1593.1,0,0,3,43.06,1.0543,1593.1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
1,1,30,1,2,0,0,85.45,2509.95,0,0,1,83.66,1.0214,2509.95,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,38,1,1,1,0,84.1,3187.65,0,0,5,83.89,1.0025,3187.65,2,2,1,0,0,0,0,0,0,1,1,1,1,0,1,1
0,0,1,1,2,0,1,74.45,74.45,1,1,0,74.45,1.0,74.45,0,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0
0,0,37,1,1,0,1,64.75,2345.2,1,0,2,63.38,1.0216,2345.2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,52,0,1,2,0,66.25,3330.1,0,0,6,64.04,1.0345,3330.1,3,2,0,0,1,0,1,0,0,0,1,1,1,1,1,1
0,1,71,1,1,2,1,76.9,5522.7,0,0,5,77.78,0.9887,5522.7,3,2,0,0,1,0,1,0,0,0,1,1,1,1,1,0
0,0,26,1,2,0,0,89.8,2335.3,1,0,3,89.82,0.9998,2335.3,2,2,2,0,0,0,0,1,0,0,0,1,1,0,1,0
0,0,66,1,1,2,1,74.6,4798.4,0,0,4,72.7,1.0261,4798.4,3,2,0,0,1,0,1,0,0,1,1,1,1,0,0,1
1,0,72,1,2,2,1,116.95,8594.4,0,0,6,119.37,0.9797,8594.4,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,1,25,0,1,1,1,40.65,970.55,0,0,2,38.82,1.0471,970.55,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,69,1,2,2,1,114.35,7665.8,0,0,6,111.1,1.0293,7665.8,3,3,0,0,1,0,0,0,0,1,1,1,1,1,1,1
1,1,53,1,1,2,0,69.7,3686.05,0,0,3,69.55,1.0022,3686.05,3,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1
0,0,12,1,2,1,0,95.5,1115.15,1,0,3,92.93,1.0277,1115.15,0,3,1,1,0,0,0,0,1,0,0,0,1,0,1,1
0,0,26,1,2,0,1,98.65,2537.0,0,0,4,97.58,1.011,2537.0,2,3,2,0,0,0,0,1,0,0,0,0,1,1,1,1
0,0,21,1,1,0,0,61.65,1393.6,0,0,2,66.36,0.929,1393.6,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,1,1,2,0,1,89.35,89.35,0,0,2,89.35,1.0,89.35,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0,48,1,2,0,1,95.4,4445.3,0,0,3,92.61,1.0301,4445.3,2,3,2,0,0,0,0,1,0,1,1,0,0,1,0,1
1,0,26,0,1,1,0,35.4,978.6,0,0,2,37.64,0.9405,978.6,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,60,1,0,2,0,19.95,1258.15,0,0,0,20.97,0.9514,1258.15,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0,0,18,1,0,0,0,19.25,331.35,0,0,0,18.41,1.0456,331.35,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,10,0,1,0,1,29.65,291.4,1,1,1,29.14,1.0175,291.4,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,5,1,2,0,1,84.5,453.75,1,0,2,90.75,0.9311,453.75,0,2,2,1,0,0,0,1,0,1,1,0,1,0,0,0
0,1,4,1,0,1,1,20.4,84.75,0,0,0,21.19,0.9627,84.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,65,1,0,2,0,24.75,1715.1,0,0,0,26.39,0.9379,1715.1,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
1,1,70,1,0,2,0,25.35,1715.15,0,0,0,24.5,1.0347,1715.15,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,18,1,2,0,1,90.7,1597.25,1,0,2,88.74,1.0221,1597.25,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0,1
0,1,62,1,0,2,0,20.0,1250.1,0,0,0,20.16,0.9921,1250.1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,66,1,1,2,1,59.75,3996.8,0,0,2,60.56,0.9866,3996.8,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,1,65,1,1,2,1,82.5,5215.1,0,0,5,80.23,1.0283,5215.1,3,2,0,0,1,0,0,0,0,1,1,1,0,1,1,1
0,0,3,1,2,0,1,70.3,235.5,1,1,0,78.5,0.8955,235.5,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,34,1,0,0,0,20.35,673.2,0,0,0,19.8,1.0278,673.2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,16,1,2,0,1,90.8,1442.2,0,0,2,90.14,1.0073,1442.2,1,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,54,1,2,1,1,103.95,5639.05,1,0,4,104.43,0.9954,5639.05,3,3,1,0,1,0,0,0,0,1,1,0,1,0,1,1
0,0,50,1,2,0,1,104.95,5222.35,0,1,4,104.45,1.0048,5222.35,3,3,2,0,1,0,0,1,0,1,0,0,1,1,1,1
1,0,71,1,2,2,1,105.25,7291.75,0,0,5,102.7,1.0248,7291.75,3,3,0,0,1,0,0,1,0,0,0,1,1,1,1,1
0,0,10,1,2,0,1,74.75,799.65,1,0,0,79.96,0.9348,799.65,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,1,1,1,0,1,50.8,50.8,1,0,1,50.8,1.0,50.8,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,18,1,0,1,0,23.75,424.5,0,0,0,23.58,1.0072,424.5,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,4,1,1,0,1,61.3,249.4,0,0,2,62.35,0.9832,249.4,0,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0
1,1,58,1,1,2,0,75.8,4415.75,0,0,4,76.13,0.9957,4415.75,3,2,0,0,1,0,0,0,1,1,1,0,1,1,1,0
1,0,56,1,2,1,1,98.0,5270.6,0,0,3,94.12,1.0412,5270.6,3,3,1,0,1,0,0,1,0,1,1,0,0,0,1,1
0,0,2,1,2,0,1,80.25,144.55,1,0,1,72.28,1.1103,144.55,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,32,1,2,0,1,78.9,2447.95,1,0,1,76.5,1.0314,2447.95,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1,56,0,1,1,1,52.0,2884.9,0,0,4,51.52,1.0093,2884.9,3,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0
0,0,36,1,2,0,1,84.75,3050.15,1,0,1,84.73,1.0002,3050.15,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,4,1,1,0,1,64.4,253.0,0,0,2,63.25,1.0182,253.0,0,1,2,1,0,0,0,0,1,1,0,0,0,1,1,0
0,0,53,1,2,0,0,85.45,4517.25,1,0,1,85.23,1.0026,4517.25,3,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,10,1,1,0,1,45.8,436.2,0,0,0,43.62,1.05,436.2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,4,0,1,0,0,30.5,118.4,0,0,1,29.6,1.0304,118.4,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,0,0,19.9,19.9,1,0,0,19.9,1.0,19.9,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,51,1,2,0,0,69.15,3649.6,0,0,0,71.56,0.9663,3649.6,3,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0
0,0,12,1,2,0,1,99.45,1200.15,1,1,3,100.01,0.9944,1200.15,0,3,2,1,0,0,0,1,0,1,0,0,1,0,1,1
0,0,6,0,1,1,1,49.25,255.6,0,0,3,42.6,1.1561,255.6,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1
1,1,63,0,1,2,0,39.35,2395.05,0,0,3,38.02,1.035,2395.05,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
0,0,1,1,2,0,1,70.6,70.6,1,0,0,70.6,1.0,70.6,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,48,1,2,0,1,105.1,5083.55,0,0,4,105.91,0.9924,5083.55,2,3,2,0,0,0,1,0,0,1,0,1,0,1,1,1
0,0,5,1,2,0,1,81.0,389.6,1,0,1,77.92,1.0395,389.6,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0
0,1,35,1,0,1,1,20.1,644.5,0,0,0,18.41,1.0918,644.5,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,6,1,2,0,1,84.85,523.5,1,0,2,87.25,0.9725,523.5,0,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0
0,0,2,1,0,0,0,19.75,39.3,0,0,0,19.65,1.0051,39.3,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,50,1,0,1,0,19.75,989.05,0,0,0,19.78,0.9985,989.05,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,33,1,2,0,1,70.4,2406.1,0,0,0,72.91,0.9656,2406.1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,31,1,0,2,0,20.45,638.55,0,0,0,20.6,0.9927,638.55,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,9,1,0,2,0,20.35,191.1,0,0,0,21.23,0.9585,191.1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,54,1,1,0,1,86.2,4524.05,0,0,5,83.78,1.0289,4524.05,3,2,2,0,1,0,0,1,0,1,0,1,1,1,1,1
0,0,46,1,2,1,1,95.65,4664.2,0,0,4,101.4,0.9433,4664.2,2,3,1,0,0,0,1,0,0,0,1,1,1,0,1,0
0,1,34,1,2,1,1,103.8,3470.8,0,0,4,102.08,1.0168,3470.8,2,3,1,0,0,0,0,1,0,1,1,1,0,0,1,1
1,1,71,1,2,2,1,97.2,6910.3,0,0,3,97.33,0.9987,6910.3,3,3,0,0,1,0,0,1,0,1,1,0,0,0,1,1
1,1,63,1,1,2,0,63.55,4014.2,0,0,4,63.72,0.9973,4014.2,3,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
0,0,51,1,0,2,0,24.95,1288.0,0,0,0,25.25,0.9881,1288.0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,26,1,2,0,1,89.15,2277.65,1,1,2,87.6,1.0177,2277.65,2,2,2,0,0,0,0,1,0,1,0,1,0,0,1,0
1,0,64,1,2,2,1,99.0,6375.8,0,0,4,99.62,0.9938,6375.8,3,3,0,0,1,0,0,0,0,0,1,0,1,0,1,1
1,0,1,0,1,0,1,24.8,24.8,1,1,0,24.8,1.0,24.8,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,61,1,2,1,1,85.55,5251.75,0,1,2,86.09,0.9937,5251.75,3,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,0,15,1,2,0,1,94.0,1505.45,0,0,3,100.36,0.9366,1505.45,1,2,2,0,0,0,1,0,0,0,0,0,1,0,1,1
0,0,64,1,2,1,1,105.65,6903.1,1,0,4,107.86,0.9795,6903.1,3,3,1,0,1,0,1,0,0,1,0,1,0,1,1,1
0,0,18,1,1,0,1,50.3,913.3,0,0,0,50.74,0.9913,913.3,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,57,1,2,1,1,95.0,5535.8,0,0,3,97.12,0.9782,5535.8,3,2,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1,1,14,1,1,2,1,61.4,815.55,0,0,3,58.25,1.0541,815.55,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,18,1,2,0,1,80.55,1411.65,0,1,1,78.43,1.027,1411.65,1,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0
1,0,72,1,2,2,0,78.5,5602.25,0,1,1,77.81,1.0089,5602.25,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1,0,70,1,2,2,0,114.3,8244.3,0,0,6,117.78,0.9705,8244.3,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,38,1,0,2,0,20.05,741.5,0,0,0,19.51,1.0277,741.5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,68,1,1,2,0,62.65,4375.8,0,0,4,64.35,0.9736,4375.8,3,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
0,0,13,1,2,0,1,80.85,1008.7,1,0,1,77.59,1.042,1008.7,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,65,1,2,2,1,92.7,5968.4,0,1,3,91.82,1.0096,5968.4,3,2,0,0,1,0,1,0,0,1,1,1,0,0,1,0
0,0,30,1,2,0,0,100.45,3096.9,0,0,3,103.23,0.9731,3096.9,2,3,2,0,0,0,0,1,0,1,0,0,1,0,1,1
1,0,51,1,1,2,1,75.2,3901.25,0,0,3,76.5,0.983,3901.25,3,2,0,0,1,0,0,0,0,1,0,0,0,1,1,1
0,0,31,1,2,0,1,84.75,2613.4,0,0,2,84.3,1.0053,2613.4,2,2,2,0,0,0,1,0,0,1,1,0,1,0,0,0
1,0,9,1,2,0,0,89.45,853.1,1,0,2,94.79,0.9437,853.1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
1,1,72,1,1,2,1,79.5,5661.7,0,0,5,78.63,1.0111,5661.7,3,2,0,0,1,0,0,0,0,1,1,1,1,1,0,1
0,0,10,1,1,0,1,72.15,794.25,1,0,2,79.42,0.9085,794.25,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,1
0,0,37,1,0,1,1,19.8,695.05,0,0,0,18.79,1.0538,695.05,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,2,1,1,0,0,76.4,160.8,1,0,4,80.4,0.9502,160.8,0,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1
0,0,55,1,2,1,1,100.9,5552.05,0,0,4,100.95,0.9995,5552.05,3,3,1,0,1,0,0,0,1,0,1,1,0,0,1,1
0,1,33,1,2,0,1,95.3,3275.15,0,0,3,99.25,0.9602,3275.15,2,3,2,0,0,0,0,0,0,1,1,0,1,0,0,1
1,1,46,1,2,1,0,90.95,4236.6,0,0,3,92.1,0.9875,4236.6,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1
0,1,1,1,1,0,0,54.5,54.5,0,0,2,54.5,1.0,54.5,0,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0
0,0,20,1,1,0,1,61.6,1174.35,1,1,1,58.72,1.049,1174.35,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,9,1,2,0,1,79.9,741.7,1,0,2,82.41,0.9695,741.7,0,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0
0,0,32,1,2,0,1,96.15,3019.25,1,1,2,94.35,1.0191,3019.25,2,3,2,0,0,0,1,0,0,1,0,0,0,0,1,1
1,1,19,1,1,0,1,49.6,962.9,0,0,1,50.68,0.9787,962.9,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,70,1,1,2,0,65.3,4759.75,1,0,3,68.0,0.9603,4759.75,3,2,0,0,1,0,1,0,0,1,1,0,1,1,0,0
0,1,61,1,0,2,1,25.0,1498.35,0,0,0,24.56,1.0179,1498.35,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,26,1,1,0,0,45.45,1233.15,0,0,0,47.43,0.9583,1233.15,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,45,1,2,0,1,107.75,4882.8,0,0,4,108.51,0.993,4882.8,2,3,2,0,0,0,0,0,0,1,0,1,1,0,1,1
1,1,62,1,2,2,1,89.1,5411.65,0,0,2,87.28,1.0209,5411.65,3,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0
0,0,1,1,0,0,0,19.65,19.65,1,0,0,19.65,1.0,19.65,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,3,1,1,0,0,44.75,148.05,0,0,0,49.35,0.9068,148.05,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,41,1,2,1,1,101.6,3930.55,0,0,4,95.87,1.0598,3930.55,2,3,1,0,0,0,0,0,0,1,1,1,1,0,0,1
1,1,67,1,2,2,0,103.15,6895.5,0,0,5,102.92,1.0022,6895.5,3,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1
0,0,1,1,2,0,1,84.65,84.65,1,0,1,84.65,1.0,84.65,0,2,2,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,71,1,2,1,0,95.65,6856.95,0,0,3,96.58,0.9904,6856.95,3,3,1,0,1,0,0,0,1,1,1,1,0,0,1,0
1,1,37,1,1,1,0,75.1,2658.8,0,0,4,71.86,1.0451,2658.8,2,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1
1,0,60,1,1,2,1,61.35,3766.2,0,0,3,62.77,0.9774,3766.2,3,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,1,1,2,0,1,69.55,69.55,1,1,0,69.55,1.0,69.55,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,6,1,0,0,0,19.7,129.55,0,0,0,21.59,0.9125,129.55,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,13,0,1,0,1,31.05,347.25,1,0,1,26.71,1.1625,347.25,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,11,1,1,0,0,51.0,581.7,0,0,1,52.88,0.9644,581.7,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7,1,1,0,1,51.0,354.05,1,0,1,50.58,1.0083,354.05,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,10,1,2,0,1,88.85,929.45,0,0,2,92.94,0.956,929.45,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
1,0,34,1,0,2,0,20.05,679.0,0,0,0,19.97,1.004,679.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,62,1,1,2,1,65.1,3846.75,0,0,3,62.04,1.0493,3846.75,3,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1,0,64,1,1,1,1,70.15,4480.7,0,0,3,70.01,1.002,4480.7,3,2,1,0,1,0,0,0,1,1,0,1,0,1,0,1
1,1,1,1,1,0,1,44.35,44.35,1,0,0,44.35,1.0,44.35,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,25,1,0,2,1,20.75,499.4,0,0,0,19.98,1.0385,499.4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,26,1,1,1,1,56.05,1553.2,0,0,2,59.74,0.9382,1553.2,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,1,10,1,0,1,1,19.95,219.5,0,0,0,21.95,0.9089,219.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,53,1,2,1,0,98.6,5311.85,0,0,4,100.22,0.9838,5311.85,3,3,1,0,1,0,0,0,1,1,1,1,1,0,1,0
0,0,7,1,2,0,1,79.7,586.05,1,0,1,83.72,0.952,586.05,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,33,1,2,0,1,79.0,2576.8,0,0,2,78.08,1.0118,2576.8,2,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,71,1,2,2,0,89.45,6435.25,0,1,3,90.64,0.9869,6435.25,3,2,0,0,1,0,1,0,0,0,0,1,1,0,0,1
0,0,29,1,2,0,1,74.2,1993.25,0,0,0,68.73,1.0796,1993.25,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,24,1,1,0,0,81.0,1923.85,0,0,4,80.16,1.0105,1923.85,1,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1
1,1,20,1,1,0,1,49.6,939.8,0,0,1,46.99,1.0555,939.8,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,2,0,1,84.6,84.6,0,0,1,84.6,1.0,84.6,0,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0
0,1,54,1,1,0,1,55.0,3092.65,1,0,1,57.27,0.9604,3092.65,3,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,5,1,2,0,1,84.85,415.55,1,1,2,83.11,1.0209,415.55,0,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0
1,1,72,1,1,2,1,84.2,5986.55,0,0,5,83.15,1.0126,5986.55,3,2,0,0,1,0,0,0,0,1,1,0,1,1,1,1
1,0,52,1,2,2,1,106.3,5487.0,0,0,6,105.52,1.0074,5487.0,3,3,0,0,1,0,0,1,0,0,1,1,1,1,1,1
0,0,9,1,2,0,0,69.05,651.5,0,0,0,72.39,0.9539,651.5,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,1,45.4,45.4,0,0,0,45.4,1.0,45.4,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,2,0,1,73.65,73.65,1,1,0,73.65,1.0,73.65,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,33,1,1,1,1,73.9,2405.05,1,0,4,72.88,1.014,2405.05,2,2,1,0,0,0,0,0,1,0,0,0,1,1,1,1
1,0,55,1,2,0,1,77.75,4458.15,1,0,1,81.06,0.9592,4458.15,3,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,69,1,2,2,1,99.35,6856.45,0,0,3,99.37,0.9998,6856.45,3,3,0,0,1,0,0,1,0,1,0,0,0,1,1,1
0,0,1,1,1,0,1,50.75,50.75,0,0,1,50.75,1.0,50.75,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,54,1,1,2,0,87.1,4735.2,0,0,5,87.69,0.9933,4735.2,3,2,0,0,1,0,0,0,0,1,1,0,1,1,1,1
0,1,33,1,0,1,1,20.15,682.15,0,0,0,20.67,0.9748,682.15,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,45,1,2,1,1,98.7,4525.8,0,1,4,100.57,0.9814,4525.8,2,3,1,0,0,0,0,0,0,1,0,1,1,1,1,0
0,1,11,0,1,0,0,25.2,321.05,0,0,0,29.19,0.8633,321.05,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,6,1,1,0,1,55.7,335.65,0,0,2,55.94,0.9957,335.65,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,21,1,1,0,0,65.35,1424.4,0,0,3,67.83,0.9634,1424.4,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0
1,1,65,1,0,2,1,25.3,1748.55,0,0,0,26.9,0.9405,1748.55,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,0,6,1,2,0,1,84.35,474.9,1,1,1,79.15,1.0657,474.9,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,8,1,2,0,0,84.95,668.4,1,0,2,83.55,1.0168,668.4,0,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0
0,0,11,1,2,0,1,73.85,926.25,1,0,1,84.2,0.8771,926.25,0,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,43,1,0,2,0,24.25,1077.95,0,0,0,25.07,0.9673,1077.95,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,49,0,1,1,1,51.8,2541.25,1,0,3,51.86,0.9988,2541.25,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1,0,1,1,1,0,0,46.0,46.0,1,1,0,46.0,1.0,46.0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,15,1,2,0,1,79.4,1156.1,1,1,1,77.07,1.0302,1156.1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,60,1,1,2,0,60.5,3694.45,0,0,3,61.57,0.9826,3694.45,3,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
0,0,17,0,1,0,0,25.1,382.8,0,0,0,22.52,1.1146,382.8,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,16,1,2,0,1,71.8,1167.8,1,1,0,72.99,0.9837,1167.8,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,35,1,0,1,0,20.05,746.75,0,0,0,21.34,0.9396,746.75,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,44,1,2,1,0,88.4,3912.9,1,1,2,88.93,0.994,3912.9,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1
1,1,12,0,1,1,0,30.25,368.85,0,0,1,30.74,0.9841,368.85,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,20.2,20.2,0,0,0,20.2,1.0,20.2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,28,1,1,1,1,59.9,1654.7,0,0,3,59.1,1.0135,1654.7,2,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
1,0,70,1,0,2,0,25.15,1940.85,0,0,0,27.73,0.907,1940.85,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,1,5,1,1,0,0,46.0,221.7,1,0,0,44.34,1.0374,221.7,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,18,1,2,0,0,101.3,1794.65,0,0,4,99.7,1.016,1794.65,1,3,2,0,0,0,1,0,0,0,0,1,1,0,1,1
1,0,70,1,1,2,1,76.95,5289.8,0,0,4,75.57,1.0183,5289.8,3,2,0,0,1,0,1,0,0,1,1,0,0,1,1,1
1,1,9,1,1,0,1,55.3,501.2,0,0,1,55.69,0.993,501.2,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0
0,0,67,1,2,2,1,92.45,6140.85,0,1,4,91.65,1.0087,6140.85,3,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0
0,0,1,1,1,0,1,48.45,48.45,0,0,1,48.45,1.0,48.45,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,18,1,0,2,0,19.35,309.25,0,0,0,17.18,1.1263,309.25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,4,1,1,0,0,51.75,201.1,1,0,0,50.28,1.0292,201.1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0
